X1			Y1			X2			Y2
443.24404	305.58307	447.10328	372.30132
443.24404	305.58307	439.54788	299.44373
443.24404	305.58307	495.57892	317.41825
447.10328	372.30132	443.24404	305.58307
447.10328	372.30132	434.89461	400.00000
447.10328	372.30132	507.15393	361.36035
300.01157	400.00000	317.30492	360.02511
280.29902	400.00000	177.91610	270.36878
317.30492	360.02511	300.01157	400.00000
317.30492	360.02511	383.24280	303.56161
317.30492	360.02511	290.31203	184.24664
439.54788	299.44373	443.24404	305.58307
439.54788	299.44373	414.37984	298.39306
439.54788	299.44373	467.05016	240.86545
414.37984	298.39306	439.54788	299.44373
414.37984	298.39306	383.24280	303.56161
414.37984	298.39306	383.51998	204.85783
434.89461	400.00000	447.10328	372.30132
383.24280	303.56161	317.30492	360.02511
383.24280	303.56161	414.37984	298.39306
383.24280	303.56161	339.46214	203.84063
266.21981	161.58766	290.31203	184.24664
266.21981	161.58766	356.95685	97.66359
266.21981	161.58766	202.50872	148.88453
290.31203	184.24664	317.30492	360.02511
290.31203	184.24664	266.21981	161.58766
290.31203	184.24664	339.46214	203.84063
356.95685	97.66359	266.21981	161.58766
356.95685	97.66359	398.82690	97.64775
356.95685	97.66359	351.33985	10.00000
441.11564	194.52757	383.51998	204.85783
441.11564	194.52757	448.26528	174.86396
441.11564	194.52757	467.05016	240.86545
383.51998	204.85783	414.37984	298.39306
383.51998	204.85783	441.11564	194.52757
383.51998	204.85783	339.46214	203.84063
398.82690	97.64775	356.95685	97.66359
398.82690	97.64775	434.14931	128.28852
398.82690	97.64775	425.99057	57.28163
448.26528	174.86396	441.11564	194.52757
448.26528	174.86396	434.14931	128.28852
448.26528	174.86396	495.21058	160.80979
434.14931	128.28852	398.82690	97.64775
434.14931	128.28852	448.26528	174.86396
434.14931	128.28852	483.79650	94.72282
339.46214	203.84063	383.24280	303.56161
339.46214	203.84063	290.31203	184.24664
339.46214	203.84063	383.51998	204.85783
495.57892	317.41825	443.24404	305.58307
495.57892	317.41825	507.15393	361.36035
495.57892	317.41825	541.71036	298.32758
507.15393	361.36035	447.10328	372.30132
507.15393	361.36035	495.57892	317.41825
507.15393	361.36035	552.47281	380.16953
135.43642	400.00000	114.96378	342.27026
114.96378	342.27026	135.43642	400.00000
114.96378	342.27026	117.05850	335.03270
10.00000	382.40466	114.96378	342.27026
202.50872	148.88453	266.21981	161.58766
202.50872	148.88453	182.44638	162.73901
202.50872	148.88453	206.34338	10.00000
182.44638	162.73901	202.50872	148.88453
182.44638	162.73901	177.91610	270.36878
182.44638	162.73901	10.00000	157.02297
177.91610	270.36878	280.29902	400.00000
177.91610	270.36878	182.44638	162.73901
177.91610	270.36878	117.05850	335.03270
351.33985	10.00000	356.95685	97.66359
206.34338	10.00000	202.50872	148.88453
467.05016	240.86545	439.54788	299.44373
467.05016	240.86545	441.11564	194.52757
467.05016	240.86545	513.43955	244.08946
507.81625	81.90424	553.03624	111.36414
507.81625	81.90424	505.53082	81.15555
507.81625	81.90424	593.04393	10.00000
553.03624	111.36414	507.81625	81.90424
553.03624	111.36414	600.00000	114.27074
553.03624	111.36414	508.02423	161.22058
600.00000	114.27074	553.03624	111.36414
10.00000	157.02297	182.44638	162.73901
10.00000	260.25185	117.05850	335.03270
541.71036	298.32758	495.57892	317.41825
541.71036	298.32758	552.47281	380.16953
541.71036	298.32758	541.90407	297.90373
552.47281	380.16953	507.15393	361.36035
552.47281	380.16953	541.71036	298.32758
552.47281	380.16953	567.03081	400.00000
425.99057	57.28163	398.82690	97.64775
425.99057	57.28163	447.87190	10.00000
425.99057	57.28163	483.79650	94.72282
447.87190	10.00000	425.99057	57.28163
478.62837	10.00000	505.53082	81.15555
495.21058	160.80979	448.26528	174.86396
495.21058	160.80979	508.02423	161.22058
495.21058	160.80979	495.45557	89.72050
508.02423	161.22058	553.03624	111.36414
508.02423	161.22058	495.21058	160.80979
508.02423	161.22058	547.61970	202.29005
513.43955	244.08946	467.05016	240.86545
513.43955	244.08946	547.61970	202.29005
513.43955	244.08946	540.89669	281.39000
547.61970	202.29005	508.02423	161.22058
547.61970	202.29005	513.43955	244.08946
547.61970	202.29005	600.00000	189.63362
495.45557	89.72050	495.21058	160.80979
495.45557	89.72050	505.53082	81.15555
495.45557	89.72050	483.79650	94.72282
505.53082	81.15555	507.81625	81.90424
505.53082	81.15555	478.62837	10.00000
505.53082	81.15555	495.45557	89.72050
483.79650	94.72282	434.14931	128.28852
483.79650	94.72282	425.99057	57.28163
483.79650	94.72282	495.45557	89.72050
117.05850	335.03270	114.96378	342.27026
117.05850	335.03270	177.91610	270.36878
117.05850	335.03270	10.00000	260.25185
541.90407	297.90373	541.71036	298.32758
541.90407	297.90373	540.89669	281.39000
541.90407	297.90373	600.00000	310.33499
540.89669	281.39000	513.43955	244.08946
540.89669	281.39000	541.90407	297.90373
540.89669	281.39000	600.00000	250.85389
600.00000	189.63362	547.61970	202.29005
600.00000	250.85389	540.89669	281.39000
